ActivityID,CustomerID,Type,StartTime,EndTime,Duration,StartCondition,StartLocation,EndCondition,Notes
1362,10,Feed,2025-05-26 07:00:08.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1361,10,Sleep,2025-05-26 00:36:20.000,2025-05-26 04:00:27.000,204,NULL,NULL,NULL,NULL
1360,10,Diaper,2025-05-26 04:00:59.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Small",NULL
1359,10,Feed,2025-05-26 04:00:45.000,NULL,NULL,Breast Milk,Bottle,75ml,NULL
1358,10,Pump,2025-05-26 01:45:12.000,2025-05-26 01:55:12.000,10,25ml,NULL,40ml,NULL
1357,10,Feed,2025-05-26 00:10:20.000,NULL,NULL,Formula,Bottle,135ml,NULL
1356,10,Diaper,2025-05-26 00:25:09.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1355,10,Sleep,2025-05-25 21:35:03.000,2025-05-26 00:05:56.000,150,NULL,NULL,NULL,NULL
1354,10,Pump,2025-05-25 21:27:26.000,2025-05-25 21:37:26.000,10,24ml,NULL,40ml,NULL
1353,10,Diaper,2025-05-25 21:05:48.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1352,10,Feed,2025-05-25 20:05:41.000,NULL,NULL,Formula,Bottle,120ml,NULL
1351,10,Diaper,2025-05-25 19:12:19.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1350,10,Sleep,2025-05-25 17:00:26.000,2025-05-25 17:55:33.000,55,NULL,NULL,NULL,NULL
1349,10,Feed,2025-05-25 16:45:51.000,NULL,NULL,Breast Milk,Bottle,135ml,NULL
1348,10,Sleep,2025-05-25 15:00:06.000,2025-05-25 16:35:54.000,95,NULL,NULL,NULL,NULL
1347,10,Pump,2025-05-25 16:30:32.000,2025-05-25 16:40:32.000,10,40ml,NULL,50ml,NULL
1346,10,Diaper,2025-05-25 14:25:43.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Small",NULL
1345,10,Sleep,2025-05-25 10:30:00.000,2025-05-25 12:30:08.000,120,NULL,NULL,NULL,NULL
1344,10,Pump,2025-05-25 12:30:55.000,2025-05-25 12:50:55.000,20,60ml,NULL,60ml,NULL
1343,10,Diaper,2025-05-25 12:53:54.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1342,10,Feed,2025-05-25 12:30:59.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1341,10,Diaper,2025-05-25 09:45:41.000,NULL,NULL,NULL,NULL,pee:Small,NULL
1340,10,Sleep,2025-05-25 08:11:10.000,2025-05-25 09:23:53.000,72,NULL,NULL,NULL,NULL
1339,10,Feed,2025-05-25 09:24:32.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1338,10,Pump,2025-05-25 09:24:13.000,2025-05-25 09:44:13.000,20,60ml,NULL,60ml,NULL
1337,10,Diaper,2025-05-25 07:40:22.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1336,10,Diaper,2025-05-25 06:25:16.000,NULL,NULL,NULL,NULL,poo:Medium,NULL
1335,10,Sleep,2025-05-25 01:29:23.000,2025-05-25 05:36:31.000,247,NULL,NULL,NULL,NULL
1334,10,Feed,2025-05-25 05:40:20.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1333,10,Diaper,2025-05-25 05:45:09.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1332,10,Pump,2025-05-25 02:44:48.000,2025-05-25 02:54:48.000,10,38ml,NULL,60ml,NULL
1331,10,Sleep,2025-05-24 21:50:05.000,2025-05-25 00:25:50.000,155,NULL,NULL,NULL,NULL
1330,10,Diaper,2025-05-25 00:49:27.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1329,10,Feed,2025-05-25 00:30:52.000,NULL,NULL,Formula,Bottle,135ml,NULL
1328,10,Pump,2025-05-24 21:52:31.000,2025-05-24 22:03:31.000,11,33ml,NULL,57ml,NULL
1327,10,Feed,2025-05-24 21:05:50.000,NULL,NULL,Formula,Bottle,110ml,NULL
1326,10,Diaper,2025-05-24 21:11:19.000,NULL,NULL,NULL,NULL,poo:Big,NULL
1325,10,Sleep,2025-05-24 18:22:32.000,2025-05-24 20:50:26.000,147,NULL,NULL,NULL,NULL
1324,10,Diaper,2025-05-24 20:50:01.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1323,10,Pump,2025-05-24 18:05:17.000,2025-05-24 18:15:17.000,10,50ml,NULL,50ml,NULL
1322,10,Feed,2025-05-24 18:05:01.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
1321,10,Sleep,2025-05-24 16:00:31.000,2025-05-24 17:35:54.000,95,NULL,NULL,NULL,NULL
1320,10,Diaper,2025-05-24 15:05:25.000,NULL,NULL,NULL,NULL,poo:Big,NULL
1319,10,Pump,2025-05-24 14:47:44.000,2025-05-24 15:07:44.000,20,60ml,NULL,60ml,NULL
1318,10,Feed,2025-05-24 14:47:14.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1317,10,Pump,2025-05-24 11:50:19.000,2025-05-24 12:05:19.000,15,40ml,NULL,70ml,NULL
1316,10,Sleep,2025-05-24 11:14:32.000,2025-05-24 14:42:46.000,208,NULL,NULL,NULL,NULL
1314,10,Feed,2025-05-24 10:24:05.000,NULL,NULL,Breast Milk,Bottle,125ml,NULL
1313,10,Diaper,2025-05-24 09:11:15.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1312,10,Diaper,2025-05-24 08:36:04.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1311,10,Sleep,2025-05-24 07:11:11.000,2025-05-24 08:13:16.000,62,NULL,NULL,NULL,NULL
1310,10,Pump,2025-05-24 06:30:55.000,2025-05-24 06:41:55.000,11,23ml,NULL,33ml,NULL
1309,10,Diaper,2025-05-24 06:41:03.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Big",NULL
1308,10,Sleep,2025-05-24 01:56:03.000,2025-05-24 06:06:12.000,250,NULL,NULL,NULL,NULL
1307,10,Feed,2025-05-24 06:21:21.000,NULL,NULL,Formula,Bottle,135ml,NULL
1306,10,Pump,2025-05-24 02:27:12.000,2025-05-24 02:39:12.000,12,33ml,NULL,47ml,NULL
1305,10,Diaper,2025-05-24 01:44:19.000,NULL,NULL,NULL,NULL,pee:Big,NULL
1304,10,Sleep,2025-05-23 21:14:16.000,2025-05-24 01:10:25.000,236,NULL,NULL,NULL,NULL
1303,10,Feed,2025-05-24 01:15:29.000,NULL,NULL,Breast Milk,Bottle,120,NULL
1302,10,Pump,2025-05-23 22:10:26.000,2025-05-23 22:25:26.000,15,50ml,NULL,70ml,NULL
1301,10,Diaper,2025-05-23 20:55:28.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Medium",NULL
1300,10,Feed,2025-05-23 20:30:35.000,NULL,NULL,Formula,Bottle,130ml,NULL
1299,10,Diaper,2025-05-23 19:00:18.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1298,10,Pump,2025-05-23 18:10:19.000,2025-05-23 18:30:19.000,20,60ml,NULL,60ml,NULL
1297,10,Feed,2025-05-23 18:10:59.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1296,10,Sleep,2025-05-23 17:14:32.000,2025-05-23 18:02:47.000,48,NULL,NULL,NULL,NULL
1295,10,Diaper,2025-05-23 15:35:31.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1294,10,Diaper,2025-05-23 16:00:20.000,NULL,NULL,NULL,NULL,poo:Small,NULL
1293,10,Pump,2025-05-23 15:00:40.000,2025-05-23 15:20:40.000,20,60ml,NULL,60ml,NULL
1292,10,Feed,2025-05-23 15:00:30.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1291,10,Sleep,2025-05-23 13:00:11.000,2025-05-23 14:57:21.000,117,NULL,NULL,NULL,NULL
1290,10,Diaper,2025-05-23 12:17:14.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Small",NULL
1289,10,Sleep,2025-05-23 10:55:43.000,2025-05-23 12:11:28.000,75,NULL,NULL,NULL,NULL
1288,10,Pump,2025-05-23 10:28:07.000,2025-05-23 10:48:07.000,20,60ml,NULL,60ml,NULL
1287,10,Feed,2025-05-23 10:28:53.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1286,10,Diaper,2025-05-23 10:25:43.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1285,10,Diaper,2025-05-23 08:29:43.000,NULL,NULL,NULL,NULL,poo:Medium,NULL
1284,10,Diaper,2025-05-23 07:56:54.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Medium",NULL
1283,10,Sleep,2025-05-23 04:50:08.000,2025-05-23 07:15:17.000,145,NULL,NULL,NULL,NULL
1282,10,Feed,2025-05-23 07:18:14.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1281,10,Pump,2025-05-23 07:08:41.000,2025-05-23 07:18:41.000,10,30ml,NULL,40ml,NULL
1280,10,Diaper,2025-05-23 04:36:18.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1279,10,Sleep,2025-05-22 22:11:51.000,2025-05-23 04:10:05.000,358,NULL,NULL,NULL,NULL
1278,10,Feed,2025-05-23 04:16:49.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1277,10,Pump,2025-05-23 02:13:57.000,2025-05-23 02:28:57.000,15,45ml,NULL,60ml,NULL
1276,10,Pump,2025-05-22 21:56:39.000,2025-05-22 22:06:39.000,10,26ml,NULL,40ml,NULL
1275,10,Feed,2025-05-22 22:00:32.000,NULL,NULL,Formula,Bottle,135ml,NULL
1274,10,Diaper,2025-05-22 21:50:18.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1273,10,Sleep,2025-05-22 20:18:19.000,2025-05-22 21:50:06.000,91,NULL,NULL,NULL,NULL
1272,10,Feed,2025-05-22 18:55:56.000,NULL,NULL,Breast Milk,Bottle,125ml,NULL
1271,10,Pump,2025-05-22 17:58:19.000,2025-05-22 18:08:19.000,10,40ml,NULL,55ml,NULL
1270,10,Sleep,2025-05-22 06:00:23.000,2025-05-22 07:55:34.000,115,NULL,NULL,NULL,NULL
1269,10,Diaper,2025-05-22 17:08:52.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Medium",NULL
1268,10,Sleep,2025-05-22 16:25:41.000,2025-05-22 17:00:05.000,34,NULL,NULL,NULL,NULL
1266,10,Feed,2025-05-22 15:41:58.000,NULL,NULL,Breast Milk,Bottle,118ml,NULL
1265,10,Diaper,2025-05-22 15:39:01.000,NULL,NULL,NULL,NULL,"Both, pee:small poo:medium",NULL
1264,10,Sleep,2025-05-22 13:10:54.000,2025-05-22 15:34:36.000,143,NULL,NULL,NULL,NULL
1263,10,Pump,2025-05-22 13:20:51.000,2025-05-22 13:30:51.000,10,50ml,NULL,60ml,NULL
1262,10,Diaper,2025-05-22 12:27:18.000,NULL,NULL,NULL,NULL,poo:Medium,NULL
1261,10,Feed,2025-05-22 11:40:36.000,NULL,NULL,Breast Milk,Bottle,108ml,NULL
1260,10,Diaper,2025-05-22 12:12:35.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Small",NULL
1259,10,Diaper,2025-05-22 11:07:58.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Big",NULL
1258,10,Diaper,2025-05-22 08:45:33.000,NULL,NULL,NULL,NULL,pee:Big,NULL
1257,10,Pump,2025-05-22 08:20:10.000,2025-05-22 08:40:10.000,20,60ml,NULL,60ml,NULL
1256,10,Feed,2025-05-22 08:20:53.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1255,10,Feed,2025-05-22 05:30:30.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
1254,10,Diaper,2025-05-22 05:45:55.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1253,10,Sleep,2025-05-22 00:09:09.000,2025-05-22 05:16:41.000,307,NULL,NULL,NULL,NULL
1252,10,Pump,2025-05-22 04:38:24.000,2025-05-22 04:53:24.000,15,45ml,NULL,55ml,NULL
1251,10,Pump,2025-05-21 23:03:00.000,2025-05-21 23:23:00.000,20,52ml,NULL,98ml,NULL
1248,10,Feed,2025-05-21 23:45:31.000,NULL,NULL,Formula,Bottle,140ml,NULL
1247,10,Diaper,2025-05-21 23:59:08.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1246,10,Sleep,2025-05-21 21:10:17.000,2025-05-21 23:43:34.000,153,NULL,NULL,NULL,NULL
1244,10,Diaper,2025-05-21 20:30:25.000,NULL,NULL,NULL,NULL,poo:Small,NULL
1243,10,Diaper,2025-05-21 20:05:33.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1242,10,Pump,2025-05-21 19:30:18.000,2025-05-21 19:50:18.000,20,60ml,NULL,60ml,NULL
1241,10,Feed,2025-05-21 19:30:07.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1240,10,Sleep,2025-05-21 17:30:31.000,2025-05-21 19:30:59.000,120,NULL,NULL,NULL,NULL
1239,10,Sleep,2025-05-21 13:00:00.000,2025-05-21 15:37:20.000,157,NULL,NULL,NULL,NULL
1238,10,Diaper,2025-05-21 16:15:30.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Small",NULL
1237,10,Diaper,2025-05-21 15:57:35.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Big",NULL
1236,10,Pump,2025-05-21 15:37:19.000,2025-05-21 15:57:19.000,20,60ml,NULL,60ml,NULL
1235,10,Feed,2025-05-21 15:37:04.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1234,10,Diaper,2025-05-21 11:50:26.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1233,10,Feed,2025-05-21 12:15:16.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1232,10,Sleep,2025-05-21 10:17:27.000,2025-05-21 12:13:01.000,115,NULL,NULL,NULL,NULL
1231,10,Pump,2025-05-21 10:23:36.000,2025-05-21 10:33:36.000,10,40ml,NULL,50ml,NULL
1230,10,Diaper,2025-05-21 09:30:50.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Big",NULL
1229,10,Feed,2025-05-21 08:57:50.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1228,10,Diaper,2025-05-21 08:30:56.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1227,10,Sleep,2025-05-21 06:30:52.000,2025-05-21 08:26:32.000,115,NULL,NULL,NULL,NULL
1226,10,Pump,2025-05-21 06:27:22.000,2025-05-21 06:38:22.000,11,40ml,NULL,58ml,NULL
1225,10,Feed,2025-05-21 05:55:52.000,NULL,NULL,Formula,Bottle,130ml,NULL
1224,10,Sleep,2025-05-21 01:04:37.000,2025-05-21 05:41:58.000,277,NULL,NULL,NULL,NULL
1223,10,Diaper,2025-05-21 05:41:49.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1222,10,Pump,2025-05-21 01:18:32.000,2025-05-21 01:31:32.000,13,30ml,NULL,40ml,NULL
1221,10,Diaper,2025-05-21 00:59:19.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1220,10,Feed,2025-05-21 00:38:50.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1219,10,Sleep,2025-05-20 21:30:17.000,2025-05-21 00:38:19.000,188,NULL,NULL,NULL,NULL
1218,10,Pump,2025-05-20 21:28:41.000,2025-05-20 21:40:41.000,12,50ml,NULL,70ml,NULL
1217,10,Feed,2025-05-20 20:41:06.000,NULL,NULL,Formula,Bottle,140,NULL
1216,10,Sleep,2025-05-20 18:37:27.000,2025-05-20 19:00:56.000,23,NULL,NULL,NULL,NULL
1215,10,Diaper,2025-05-20 20:17:18.000,NULL,NULL,NULL,NULL,pee:Big,NULL
1214,10,Pump,2025-05-20 17:16:54.000,2025-05-20 17:36:54.000,20,55ml,NULL,55ml,NULL
1213,10,Feed,2025-05-20 17:16:39.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1212,10,Sleep,2025-05-20 15:20:50.000,2025-05-20 17:15:46.000,114,NULL,NULL,NULL,NULL
1211,10,Pump,2025-05-20 13:37:39.000,2025-05-20 13:57:39.000,20,55ml,NULL,55ml,NULL
1210,10,Feed,2025-05-20 13:37:28.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1209,10,Diaper,2025-05-20 15:01:07.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Big",NULL
1208,10,Diaper,2025-05-20 14:01:43.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1207,10,Sleep,2025-05-20 13:14:52.000,2025-05-20 13:37:18.000,22,NULL,NULL,NULL,NULL
1206,10,Sleep,2025-05-20 11:00:01.000,2025-05-20 13:08:40.000,128,NULL,NULL,NULL,NULL
1205,10,Pump,2025-05-20 10:30:47.000,2025-05-20 10:50:47.000,20,55ml,NULL,55ml,NULL
1204,10,Feed,2025-05-20 10:30:31.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1203,10,Sleep,2025-05-20 09:27:19.000,2025-05-20 10:28:01.000,60,NULL,NULL,NULL,NULL
1202,10,Sleep,2025-05-20 05:00:58.000,2025-05-20 07:05:07.000,124,NULL,NULL,NULL,NULL
1201,10,Diaper,2025-05-20 09:15:03.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Big",NULL
1200,10,Diaper,2025-05-20 08:30:58.000,NULL,NULL,NULL,NULL,"Both, pee:medium poo:Medium",NULL
1199,10,Pump,2025-05-20 07:07:03.000,2025-05-20 07:27:03.000,20,55ml,NULL,55ml,NULL
1198,10,Feed,2025-05-20 07:07:51.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1197,10,Diaper,2025-05-20 04:50:21.000,NULL,NULL,NULL,NULL,pee:Big,NULL
1196,10,Feed,2025-05-20 04:35:57.000,NULL,NULL,Breast Milk,Bottle,90,NULL
1195,10,Sleep,2025-05-20 01:05:16.000,2025-05-20 04:25:49.000,200,NULL,NULL,NULL,NULL
1194,10,Pump,2025-05-20 02:18:44.000,2025-05-20 02:33:44.000,15,43ml,NULL,65ml,NULL
1193,10,Sleep,2025-05-19 22:00:42.000,2025-05-20 00:40:49.000,160,NULL,NULL,NULL,NULL
1192,10,Feed,2025-05-20 00:40:14.000,NULL,NULL,Formula,Bottle,130ml,NULL
1191,10,Diaper,2025-05-20 00:58:09.000,NULL,NULL,NULL,NULL,pee:Small,NULL
1190,10,Pump,2025-05-19 22:15:48.000,2025-05-19 22:25:48.000,10,25ml,NULL,30ml,NULL
1189,10,Diaper,2025-05-19 20:52:30.000,NULL,NULL,NULL,NULL,pee:Small,NULL
1188,10,Sleep,2025-05-19 20:00:13.000,2025-05-19 20:51:35.000,51,NULL,NULL,NULL,NULL
1187,10,Diaper,2025-05-19 19:20:40.000,NULL,NULL,NULL,NULL,pee:Small,NULL
1186,10,Sleep,2025-05-19 18:16:15.000,2025-05-19 18:35:01.000,18,NULL,NULL,NULL,NULL
1185,10,Pump,2025-05-19 18:40:23.000,2025-05-19 18:50:23.000,10,40ml,NULL,60ml,NULL
1184,10,Feed,2025-05-19 19:32:26.000,NULL,NULL,Breast Milk,Bottle,100,NULL
1183,10,Feed,2025-05-19 17:03:13.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1182,10,Diaper,2025-05-19 17:01:45.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1181,10,Diaper,2025-05-19 16:08:22.000,NULL,NULL,NULL,NULL,pee:Big,NULL
1180,10,Sleep,2025-05-19 14:00:29.000,2025-05-19 16:03:30.000,123,NULL,NULL,NULL,NULL
1179,10,Pump,2025-05-19 13:55:35.000,2025-05-19 14:07:35.000,12,60ml,NULL,90ml,NULL
1178,10,Feed,2025-05-19 13:35:37.000,NULL,NULL,Formula,Bottle,120ml,NULL
1177,10,Sleep,2025-05-19 11:07:05.000,2025-05-19 13:38:31.000,151,NULL,NULL,NULL,NULL
1176,10,Diaper,2025-05-19 10:40:43.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Small",NULL
1175,10,Pump,2025-05-19 09:47:44.000,2025-05-19 10:07:44.000,20,55ml,NULL,55ml,NULL
1174,10,Feed,2025-05-19 09:47:24.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1173,10,Sleep,2025-05-19 08:30:35.000,2025-05-19 09:40:22.000,69,NULL,NULL,NULL,NULL
1171,10,Feed,2025-05-19 06:30:09.000,NULL,NULL,Breast Milk,Bottle,112ml,NULL
1170,10,Pump,2025-05-19 06:00:02.000,2025-05-19 06:15:02.000,15,35ml,NULL,70ml,NULL
1169,10,Sleep,2025-05-19 02:24:33.000,2025-05-19 06:05:51.000,221,NULL,NULL,NULL,NULL
1167,10,Diaper,2025-05-19 02:09:32.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1166,10,Feed,2025-05-19 01:49:10.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1165,10,Sleep,2025-05-18 22:15:43.000,2025-05-19 01:49:04.000,213,NULL,NULL,NULL,NULL
1164,10,Pump,2025-05-19 01:25:17.000,2025-05-19 01:40:17.000,15,55ml,NULL,75ml,NULL
1163,10,Feed,2025-05-18 21:40:12.000,NULL,NULL,Formula,Bottle,120ml,NULL
1162,10,Sleep,2025-05-18 20:45:23.000,2025-05-18 21:35:55.000,50,NULL,NULL,NULL,NULL
1161,10,Pump,2025-05-18 21:10:57.000,2025-05-18 21:25:57.000,15,40ml,NULL,50ml,NULL
1160,10,Feed,2025-05-18 18:35:20.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1159,10,Diaper,2025-05-18 19:24:05.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1158,10,Diaper,2025-05-18 16:40:39.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1157,10,Pump,2025-05-18 16:50:35.000,2025-05-18 17:02:35.000,12,45ml,NULL,65ml,NULL
1156,10,Diaper,2025-05-18 15:36:48.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Big",NULL
1155,10,Feed,2025-05-18 15:16:07.000,NULL,NULL,Breast Milk,Bottle,115ml,NULL
1154,10,Sleep,2025-05-18 12:34:58.000,2025-05-18 15:15:57.000,160,NULL,NULL,NULL,NULL
1153,10,Pump,2025-05-18 13:08:52.000,2025-05-18 13:21:52.000,13,60ml,NULL,60ml,NULL
1152,10,Diaper,2025-05-18 12:25:43.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1151,10,Feed,2025-05-18 11:54:26.000,NULL,NULL,Formula,Bottle,115ml,NULL
1150,10,Diaper,2025-05-18 11:50:04.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1149,10,Diaper,2025-05-18 11:02:41.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1148,10,Sleep,2025-05-18 10:18:49.000,2025-05-18 10:48:36.000,29,NULL,NULL,NULL,NULL
1147,10,Sleep,2025-05-18 09:09:06.000,2025-05-18 09:37:23.000,28,NULL,NULL,NULL,NULL
1146,10,Diaper,2025-05-18 08:50:38.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1145,10,Pump,2025-05-18 08:25:15.000,2025-05-18 08:45:15.000,20,55ml,NULL,55ml,NULL
1144,10,Feed,2025-05-18 08:25:58.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1143,10,Sleep,2025-05-18 02:10:59.000,2025-05-18 08:24:00.000,373,NULL,NULL,NULL,NULL
1142,10,Feed,2025-05-18 05:25:16.000,NULL,NULL,Breast Milk,Bottle,102ml,NULL
1141,10,Pump,2025-05-18 05:27:38.000,2025-05-18 05:40:38.000,13,30ml,NULL,48ml,NULL
1140,10,Sleep,2025-05-17 21:49:48.000,2025-05-18 01:50:32.000,240,NULL,NULL,NULL,NULL
1139,10,Diaper,2025-05-18 02:04:26.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1138,10,Feed,2025-05-18 01:50:22.000,NULL,NULL,Breast Milk,Bottle,102,NULL
1137,10,Pump,2025-05-18 00:50:19.000,2025-05-18 01:05:19.000,15,42ml,NULL,60ml,NULL
1136,10,Diaper,2025-05-17 21:20:23.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1135,10,Pump,2025-05-17 20:40:41.000,2025-05-17 20:55:41.000,15,50ml,NULL,52ml,NULL
1134,10,Feed,2025-05-17 20:40:02.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1133,10,Sleep,2025-05-17 18:40:22.000,2025-05-17 19:00:30.000,20,NULL,NULL,NULL,NULL
1132,10,Pump,2025-05-17 17:20:03.000,2025-05-17 17:40:03.000,20,55ml,NULL,55ml,NULL
1131,10,Diaper,2025-05-17 18:04:30.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Big",NULL
1130,10,Diaper,2025-05-17 17:40:59.000,NULL,NULL,NULL,NULL,pee:Big,NULL
1129,10,Feed,2025-05-17 17:20:49.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1127,10,Pump,2025-05-17 16:23:33.000,2025-05-17 16:38:33.000,15,30ml,NULL,48ml,NULL
1126,10,Sleep,2025-05-17 05:00:42.000,2025-05-17 07:45:43.000,165,NULL,NULL,NULL,NULL
1125,10,Sleep,2025-05-17 12:00:32.000,2025-05-17 14:05:23.000,124,NULL,NULL,NULL,NULL
1124,10,Feed,2025-05-17 14:15:58.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1123,10,Diaper,2025-05-17 14:39:51.000,NULL,NULL,NULL,NULL,pee:Big,NULL
1122,10,Pump,2025-05-17 12:55:16.000,2025-05-17 13:08:16.000,13,50ml,NULL,63ml,NULL
1121,10,Diaper,2025-05-17 11:57:22.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1120,10,Feed,2025-05-17 11:10:21.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1119,10,Diaper,2025-05-17 07:42:56.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Medium",NULL
1118,10,Feed,2025-05-17 07:47:15.000,NULL,NULL,Breast Milk,Bottle,118ml,NULL
1117,10,Pump,2025-05-17 07:33:33.000,2025-05-17 07:46:33.000,13,50ml,NULL,68ml,NULL
1116,10,Feed,2025-05-17 04:35:51.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1115,10,Diaper,2025-05-17 04:50:21.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1114,10,Sleep,2025-05-17 01:28:02.000,2025-05-17 04:30:14.000,182,NULL,NULL,NULL,NULL
1113,10,Pump,2025-05-17 02:40:09.000,2025-05-17 02:55:09.000,15,60ml,NULL,60ml,NULL
1112,10,Sleep,2025-05-16 22:00:57.000,2025-05-17 01:00:54.000,179,NULL,NULL,NULL,NULL
1111,10,Feed,2025-05-17 01:05:50.000,NULL,NULL,Formula,Bottle,85ml,NULL
1110,10,Diaper,2025-05-17 00:57:25.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1109,10,Pump,2025-05-16 21:20:10.000,2025-05-16 21:31:10.000,11,28ml,NULL,49ml,NULL
1108,10,Feed,2025-05-16 21:16:23.000,NULL,NULL,Formula,Bottle,130,NULL
1107,10,Sleep,2025-05-16 20:00:06.000,2025-05-16 21:16:16.000,76,NULL,NULL,NULL,NULL
1106,10,Diaper,2025-05-16 19:48:12.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
