ActivityID,CustomerID,Type,StartTime,EndTime,Duration,StartCondition,StartLocation,EndCondition,Notes
1105,10,Pump,2025-05-16 17:31:18.000,2025-05-16 17:41:18.000,10,37ml,NULL,70ml,NULL
1104,10,Feed,2025-05-16 17:20:56.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1103,10,Sleep,2025-05-16 14:34:52.000,2025-05-16 15:30:28.000,55,NULL,NULL,NULL,NULL
1102,10,Diaper,2025-05-16 16:55:06.000,NULL,NULL,NULL,NULL,poo:Big,NULL
1101,10,Diaper,2025-05-16 15:33:40.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Big",NULL
1100,10,Pump,2025-05-16 14:02:25.000,2025-05-16 14:22:25.000,20,55ml,NULL,55ml,NULL
1099,10,Feed,2025-05-16 14:02:04.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1098,10,Sleep,2025-05-16 11:37:23.000,2025-05-16 13:47:10.000,129,NULL,NULL,NULL,NULL
1097,10,Diaper,2025-05-16 11:26:28.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1096,10,Pump,2025-05-16 10:52:17.000,2025-05-16 11:12:17.000,20,55ml,NULL,55ml,NULL
1095,10,Feed,2025-05-16 10:52:39.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1094,10,Sleep,2025-05-16 10:30:43.000,2025-05-16 10:51:38.000,20,NULL,NULL,NULL,NULL
1093,10,Sleep,2025-05-16 07:45:32.000,2025-05-16 09:00:50.000,75,NULL,NULL,NULL,NULL
1092,10,Diaper,2025-05-16 07:40:22.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Small",NULL
1091,10,Pump,2025-05-16 07:35:37.000,2025-05-16 07:50:37.000,15,37ml,NULL,57ml,NULL
1089,10,Feed,2025-05-16 07:24:11.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1088,10,Sleep,2025-05-16 03:59:26.000,2025-05-16 07:20:47.000,201,NULL,NULL,NULL,NULL
1087,10,Pump,2025-05-16 04:10:38.000,2025-05-16 04:23:38.000,13,52ml,NULL,72ml,NULL
1086,10,Feed,2025-05-16 03:53:13.000,NULL,NULL,Formula,Bottle,110ml,NULL
1085,10,Sleep,2025-05-16 00:38:08.000,2025-05-16 03:10:03.000,151,NULL,NULL,NULL,NULL
1084,10,Diaper,2025-05-16 03:52:55.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1083,10,Diaper,2025-05-16 00:29:54.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Big",NULL
1082,10,Sleep,2025-05-15 21:28:14.000,2025-05-15 23:51:22.000,143,NULL,NULL,NULL,NULL
1081,10,Feed,2025-05-15 23:57:32.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1080,10,Pump,2025-05-15 22:15:48.000,2025-05-15 22:27:48.000,12,33ml,NULL,47ml,NULL
1079,10,Diaper,2025-05-15 20:40:36.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Small",NULL
1078,10,Feed,2025-05-15 20:12:23.000,NULL,NULL,Formula,Bottle,140,NULL
1077,10,Sleep,2025-05-15 17:41:27.000,2025-05-15 20:12:17.000,150,NULL,NULL,NULL,NULL
1076,10,Pump,2025-05-15 18:58:55.000,2025-05-15 19:13:55.000,15,43ml,NULL,53ml,NULL
1075,10,Diaper,2025-05-15 17:31:19.000,NULL,NULL,NULL,NULL,pee:Small,NULL
1074,10,Sleep,2025-05-15 17:00:12.000,2025-05-15 17:21:34.000,21,NULL,NULL,NULL,NULL
1073,10,Feed,2025-05-15 16:35:33.000,NULL,NULL,Breast Milk,Bottle,108ml,NULL
1072,10,Diaper,2025-05-15 15:15:18.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Medium",NULL
1071,10,Diaper,2025-05-15 14:25:06.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1070,10,Pump,2025-05-15 14:50:12.000,2025-05-15 15:01:12.000,11,51ml,NULL,75ml,NULL
1069,10,Sleep,2025-05-15 13:41:50.000,2025-05-15 14:27:46.000,45,NULL,NULL,NULL,NULL
1068,10,Feed,2025-05-15 13:10:56.000,NULL,NULL,Formula,Bottle,110ml,NULL
1067,10,Diaper,2025-05-15 12:00:41.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Small",NULL
1066,10,Sleep,2025-05-15 10:14:44.000,2025-05-15 11:59:03.000,104,NULL,NULL,NULL,NULL
1065,10,Pump,2025-05-15 09:40:54.000,2025-05-15 10:00:54.000,20,60ml,NULL,60ml,NULL
1064,10,Feed,2025-05-15 09:40:35.000,NULL,NULL,Breast Milk,Bottle,120ml,NULL
1063,10,Diaper,2025-05-15 07:45:27.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1062,10,Pump,2025-05-15 07:08:08.000,2025-05-15 07:22:08.000,14,43ml,NULL,55ml,NULL
1061,10,Diaper,2025-05-15 06:56:23.000,NULL,NULL,NULL,NULL,pee:Big,NULL
1060,10,Feed,2025-05-15 06:35:42.000,NULL,NULL,Breast Milk,Bottle,115ml,NULL
1059,10,Sleep,2025-05-15 03:30:05.000,2025-05-15 06:30:34.000,180,NULL,NULL,NULL,NULL
1058,10,Pump,2025-05-15 03:15:31.000,2025-05-15 03:28:31.000,13,32ml,NULL,45ml,NULL
1057,10,Feed,2025-05-15 02:50:24.000,NULL,NULL,Breast Milk,Bottle,85ml,NULL
1056,10,Diaper,2025-05-15 02:55:11.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1055,10,Sleep,2025-05-15 00:30:43.000,2025-05-15 02:46:55.000,136,NULL,NULL,NULL,NULL
1054,10,Sleep,2025-05-14 17:30:24.000,2025-05-14 18:50:28.000,80,NULL,NULL,NULL,NULL
1053,10,Pump,2025-05-15 00:17:32.000,2025-05-15 00:32:32.000,15,35ml,NULL,50ml,NULL
1052,10,Feed,2025-05-14 23:45:25.000,NULL,NULL,Breast Milk,Bottle,115,NULL
1051,10,Sleep,2025-05-14 20:50:41.000,2025-05-14 23:40:11.000,169,NULL,NULL,NULL,NULL
1050,10,Diaper,2025-05-15 00:08:56.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Medium",NULL
1049,10,Pump,2025-05-14 20:20:54.000,2025-05-14 20:31:54.000,11,55ml,NULL,75ml,NULL
1048,10,Diaper,2025-05-14 19:18:07.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Medium",NULL
1046,10,Feed,2025-05-14 19:03:57.000,NULL,NULL,Formula,Bottle,125ml,NULL
1045,10,Pump,2025-05-14 15:40:37.000,2025-05-14 16:00:37.000,20,55ml,NULL,55ml,NULL
1044,10,Feed,2025-05-14 15:40:47.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1043,10,Diaper,2025-05-14 16:06:41.000,NULL,NULL,NULL,NULL,poo:Small,NULL
1042,10,Diaper,2025-05-14 15:36:37.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Small",NULL
1041,10,Sleep,2025-05-14 13:21:29.000,2025-05-14 15:33:52.000,132,NULL,NULL,NULL,NULL
1040,10,Pump,2025-05-14 14:15:50.000,2025-05-14 14:25:50.000,10,35ml,NULL,45ml,NULL
1039,10,Feed,2025-05-14 12:30:09.000,NULL,NULL,Breast Milk,Bottle,115ml,NULL
1038,10,Diaper,2025-05-14 10:20:52.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
1037,10,Pump,2025-05-14 10:05:39.000,2025-05-14 10:17:39.000,12,42ml,NULL,73ml,NULL
1036,10,Diaper,2025-05-14 09:40:04.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1035,10,Feed,2025-05-14 09:10:41.000,NULL,NULL,Breast Milk,Bottle,98ml,NULL
1034,10,Sleep,2025-05-14 07:10:08.000,2025-05-14 09:06:30.000,116,NULL,NULL,NULL,NULL
1033,10,Diaper,2025-05-14 06:10:53.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1032,10,Pump,2025-05-14 05:58:34.000,2025-05-14 06:13:34.000,15,41ml,NULL,57ml,NULL
1031,10,Feed,2025-05-14 05:50:38.000,NULL,NULL,Breast Milk,Bottle,112,NULL
1030,10,Sleep,2025-05-14 02:20:03.000,2025-05-14 05:50:27.000,210,NULL,NULL,NULL,NULL
1029,10,Pump,2025-05-14 01:25:33.000,2025-05-14 01:40:33.000,15,44ml,NULL,68ml,NULL
1027,10,Diaper,2025-05-14 01:45:08.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
1026,10,Feed,2025-05-14 01:23:38.000,NULL,NULL,Breast Milk,Bottle,115ml,NULL
1024,10,Sleep,2025-05-13 22:10:55.000,2025-05-14 01:22:52.000,191,NULL,NULL,NULL,NULL
1023,10,Sleep,2025-05-13 19:30:55.000,2025-05-13 21:10:02.000,99,NULL,NULL,NULL,NULL
1022,10,Diaper,2025-05-13 21:31:50.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1021,10,Diaper,2025-05-13 18:28:41.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Small",NULL
1020,10,Feed,2025-05-13 21:10:17.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1019,10,Pump,2025-05-13 21:12:37.000,2025-05-13 21:24:37.000,12,50ml,NULL,85ml,NULL
1018,10,Pump,2025-05-13 17:00:28.000,2025-05-13 17:10:28.000,10,55ml,NULL,55ml,NULL
1016,10,Feed,2025-05-13 17:00:38.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1015,10,Diaper,2025-05-13 16:08:06.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Medium",NULL
1014,10,Sleep,2025-05-13 14:52:57.000,2025-05-13 15:30:53.000,37,NULL,NULL,NULL,NULL
1013,10,Sleep,2025-05-13 13:00:02.000,2025-05-13 14:00:18.000,60,NULL,NULL,NULL,NULL
1012,10,Pump,2025-05-13 14:30:50.000,2025-05-13 14:50:50.000,20,55ml,NULL,55ml,NULL
1011,10,Feed,2025-05-13 14:30:35.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1010,10,Diaper,2025-05-13 14:20:30.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Medium",NULL
1009,10,Diaper,2025-05-13 14:00:54.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Small",NULL
1008,10,Sleep,2025-05-13 10:30:29.000,2025-05-13 11:50:41.000,80,NULL,NULL,NULL,NULL
1007,10,Pump,2025-05-13 11:50:07.000,2025-05-13 12:00:07.000,10,55ml,NULL,55ml,NULL
1006,10,Feed,2025-05-13 11:50:54.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1005,10,Diaper,2025-05-13 08:50:29.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
1004,10,Diaper,2025-05-13 08:59:32.000,NULL,NULL,NULL,NULL,"Both, pee:small poo:medium",NULL
1003,10,Pump,2025-05-13 08:15:10.000,2025-05-13 08:25:10.000,10,55ml,NULL,55ml,NULL
1002,10,Feed,2025-05-13 08:15:56.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
1001,10,Sleep,2025-05-13 05:57:14.000,2025-05-13 08:15:48.000,138,NULL,NULL,NULL,NULL
1000,10,Pump,2025-05-13 05:20:43.000,2025-05-13 05:30:43.000,10,30ml,NULL,30ml,NULL
999,10,Diaper,2025-05-13 05:35:50.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Big",NULL
998,10,Feed,2025-05-13 05:12:24.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
997,10,Diaper,2025-05-13 02:30:23.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Small",NULL
996,10,Sleep,2025-05-13 02:19:51.000,2025-05-13 05:12:39.000,172,NULL,NULL,NULL,NULL
995,10,Diaper,2025-05-13 02:19:45.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
994,10,Feed,2025-05-13 01:48:25.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
993,10,Sleep,2025-05-12 21:56:26.000,2025-05-13 01:46:54.000,230,NULL,NULL,NULL,NULL
992,10,Pump,2025-05-13 01:16:22.000,2025-05-13 01:31:22.000,15,40ml,NULL,65ml,NULL
991,10,Pump,2025-05-12 21:15:38.000,2025-05-12 21:25:38.000,10,35ml,NULL,35ml,NULL
990,10,Diaper,2025-05-12 21:05:08.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
989,10,Feed,2025-05-12 21:15:17.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
988,10,Pump,2025-05-12 19:35:05.000,2025-05-12 19:50:05.000,15,43ml,NULL,62ml,NULL
987,10,Diaper,2025-05-12 19:06:17.000,NULL,NULL,NULL,NULL,pee:Big,NULL
986,10,Feed,2025-05-12 18:07:12.000,NULL,NULL,Breast Milk,Bottle,103ml,NULL
985,10,Diaper,2025-05-12 16:15:05.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Medium",NULL
984,10,Sleep,2025-05-12 15:30:01.000,2025-05-12 16:00:53.000,30,NULL,NULL,NULL,NULL
983,10,Pump,2025-05-12 15:42:29.000,2025-05-12 15:56:29.000,14,45ml,NULL,58ml,NULL
982,10,Feed,2025-05-12 15:02:14.000,NULL,NULL,Breast Milk,Bottle,103ml,NULL
981,10,Sleep,2025-05-12 12:30:24.000,2025-05-12 14:54:53.000,144,NULL,NULL,NULL,NULL
980,10,Diaper,2025-05-12 12:15:32.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
979,10,Feed,2025-05-12 11:45:16.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
978,10,Sleep,2025-05-12 10:17:07.000,2025-05-12 11:40:16.000,83,NULL,NULL,NULL,NULL
977,10,Pump,2025-05-12 11:16:45.000,2025-05-12 11:31:45.000,15,41ml,NULL,62ml,NULL
976,10,Diaper,2025-05-12 08:47:19.000,NULL,NULL,NULL,NULL,poo:Medium,NULL
975,10,Pump,2025-05-12 07:40:27.000,2025-05-12 07:54:27.000,14,43ml,NULL,62ml,NULL
974,10,Sleep,2025-05-12 06:10:26.000,2025-05-12 08:15:12.000,124,NULL,NULL,NULL,NULL
973,10,Diaper,2025-05-12 08:20:10.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
972,10,Feed,2025-05-12 08:27:55.000,NULL,NULL,Breast Milk,Bottle,105ml,NULL
970,10,Diaper,2025-05-12 05:49:38.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
969,10,Sleep,2025-05-12 02:53:11.000,2025-05-12 05:15:08.000,141,NULL,NULL,NULL,NULL
968,10,Feed,2025-05-12 05:20:55.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
967,10,Pump,2025-05-12 02:42:01.000,2025-05-12 02:55:01.000,13,42ml,NULL,58ml,NULL
966,10,Diaper,2025-05-12 02:51:01.000,NULL,NULL,NULL,NULL,poo:Medium,NULL
965,10,Sleep,2025-05-11 22:35:02.000,2025-05-12 02:05:44.000,210,NULL,NULL,NULL,NULL
964,10,Feed,2025-05-12 02:09:17.000,NULL,NULL,Breast Milk,Bottle,102,NULL
963,10,Diaper,2025-05-12 02:38:07.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
962,10,Diaper,2025-05-11 22:34:50.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
961,10,Feed,2025-05-11 22:00:30.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
960,10,Sleep,2025-05-11 19:15:48.000,2025-05-11 21:55:03.000,159,NULL,NULL,NULL,NULL
959,10,Pump,2025-05-11 22:05:21.000,2025-05-11 22:20:21.000,15,40ml,NULL,62ml,NULL
958,10,Sleep,2025-05-11 16:30:38.000,2025-05-11 18:40:40.000,130,NULL,NULL,NULL,NULL
957,10,Diaper,2025-05-11 19:10:16.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
956,10,Pump,2025-05-11 18:40:58.000,2025-05-11 19:00:58.000,20,50ml,NULL,50ml,NULL
955,10,Feed,2025-05-11 18:40:39.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
954,10,Pump,2025-05-11 17:10:57.000,2025-05-11 17:20:57.000,10,42ml,NULL,58ml,NULL
953,10,Feed,2025-05-11 15:35:09.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
952,10,Pump,2025-05-11 12:33:51.000,2025-05-11 12:48:51.000,15,50ml,NULL,50ml,NULL
951,10,Feed,2025-05-11 12:33:36.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
950,10,Diaper,2025-05-11 13:01:48.000,NULL,NULL,NULL,NULL,pee:Small,NULL
949,10,Diaper,2025-05-11 10:00:41.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Big",NULL
948,10,Pump,2025-05-11 09:25:38.000,2025-05-11 09:45:38.000,20,50ml,NULL,50ml,NULL
947,10,Feed,2025-05-11 09:25:54.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
946,10,Diaper,2025-05-11 08:00:38.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
945,10,Sleep,2025-05-11 05:55:19.000,2025-05-11 08:00:08.000,124,NULL,NULL,NULL,NULL
944,10,Pump,2025-05-11 05:25:58.000,2025-05-11 05:37:58.000,12,46ml,NULL,60ml,NULL
943,10,Feed,2025-05-11 05:20:02.000,NULL,NULL,Breast Milk,Bottle,102ml,NULL
942,10,Diaper,2025-05-11 05:15:23.000,NULL,NULL,NULL,NULL,"Both, pee:small poo:medium",NULL
940,10,Feed,2025-05-11 01:55:48.000,NULL,NULL,Breast Milk,Bottle,108ml,NULL
939,10,Diaper,2025-05-11 02:18:59.000,NULL,NULL,NULL,NULL,pee:Big,NULL
938,10,Pump,2025-05-11 01:35:09.000,2025-05-11 01:48:09.000,13,40ml,NULL,70ml,NULL
935,10,Sleep,2025-05-10 23:00:58.000,2025-05-11 01:30:24.000,149,NULL,NULL,NULL,NULL
933,10,Sleep,2025-05-10 19:40:00.000,2025-05-10 22:35:08.000,175,NULL,NULL,NULL,NULL
932,10,Diaper,2025-05-10 22:52:43.000,NULL,NULL,NULL,NULL,pee:Small,NULL
931,10,Feed,2025-05-10 22:30:44.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
930,10,Pump,2025-05-10 19:40:42.000,2025-05-10 19:50:42.000,10,40ml,NULL,65ml,NULL
929,10,Pump,2025-05-10 15:50:15.000,2025-05-10 16:05:15.000,15,50ml,NULL,50ml,NULL
928,10,Pump,2025-05-10 12:50:44.000,2025-05-10 13:00:44.000,10,50ml,NULL,50ml,NULL
927,10,Feed,2025-05-10 19:12:27.000,NULL,NULL,Breast Milk,Bottle,98ml,NULL
926,10,Diaper,2025-05-10 16:52:17.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Small",NULL
925,10,Diaper,2025-05-10 16:30:50.000,NULL,NULL,NULL,NULL,poo:Medium,NULL
924,10,Diaper,2025-05-10 16:20:43.000,NULL,NULL,NULL,NULL,"Both, pee:Small poo:Medium",NULL
923,10,Feed,2025-05-10 15:50:08.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
922,10,Diaper,2025-05-10 15:47:07.000,NULL,NULL,NULL,NULL,poo:Small,NULL
921,10,Sleep,2025-05-10 13:00:30.000,2025-05-10 15:40:05.000,159,NULL,NULL,NULL,NULL
920,10,Feed,2025-05-10 12:50:44.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
919,10,Diaper,2025-05-10 11:05:50.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Medium",NULL
918,10,Sleep,2025-05-10 09:45:29.000,2025-05-10 10:58:35.000,73,NULL,NULL,NULL,NULL
917,10,Pump,2025-05-10 07:20:10.000,2025-05-10 07:33:10.000,13,50ml,NULL,70ml,NULL
916,10,Feed,2025-05-10 09:10:23.000,NULL,NULL,Breast Milk,Bottle,100,NULL
915,10,Sleep,2025-05-10 06:56:32.000,2025-05-10 07:45:08.000,48,NULL,NULL,NULL,NULL
914,10,Feed,2025-05-10 05:55:50.000,NULL,NULL,Breast Milk,Bottle,92ml,NULL
913,10,Sleep,2025-05-10 02:25:12.000,2025-05-10 05:50:19.000,205,NULL,NULL,NULL,NULL
912,10,Diaper,2025-05-10 06:18:47.000,NULL,NULL,NULL,NULL,"Both, pee:medium poo:Big",NULL
911,10,Pump,2025-05-10 02:40:46.000,2025-05-10 02:55:46.000,15,36ml,NULL,56ml,NULL
910,10,Diaper,2025-05-10 02:22:53.000,NULL,NULL,NULL,NULL,pee:Small,NULL
909,10,Feed,2025-05-10 01:55:38.000,NULL,NULL,Breast Milk,Bottle,110ml,NULL
908,10,Sleep,2025-05-09 22:30:45.000,2025-05-10 01:50:59.000,200,NULL,NULL,NULL,NULL
907,10,Diaper,2025-05-09 23:07:21.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Medium",NULL
906,10,Pump,2025-05-09 22:07:18.000,2025-05-09 22:17:18.000,10,45ml,NULL,65ml,NULL
904,10,Sleep,2025-05-09 20:00:22.000,2025-05-09 22:00:06.000,119,NULL,NULL,NULL,NULL
903,10,Diaper,2025-05-09 22:16:20.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Small",NULL
901,10,Feed,2025-05-09 21:55:10.000,NULL,NULL,Breast Milk,Bottle,103ml,NULL
900,10,Pump,2025-05-09 18:25:35.000,2025-05-09 18:35:35.000,10,35ml,NULL,45ml,NULL
899,10,Feed,2025-05-09 18:20:29.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
898,10,Sleep,2025-05-09 16:30:48.000,2025-05-09 18:20:26.000,109,NULL,NULL,NULL,NULL
897,10,Sleep,2025-05-09 13:50:07.000,2025-05-09 14:35:38.000,45,NULL,NULL,NULL,NULL
896,10,Diaper,2025-05-09 15:09:06.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
895,10,Feed,2025-05-09 14:37:08.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
894,10,Diaper,2025-05-09 12:45:40.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
893,10,Pump,2025-05-09 12:00:13.000,2025-05-09 12:10:13.000,10,40ml,NULL,60ml,NULL
892,10,Feed,2025-05-09 11:53:48.000,NULL,NULL,Breast Milk,Bottle,80ml,NULL
891,10,Sleep,2025-05-09 10:32:57.000,2025-05-09 11:50:35.000,77,NULL,NULL,NULL,NULL
890,10,Diaper,2025-05-09 09:40:36.000,NULL,NULL,NULL,NULL,poo:Medium,NULL
889,10,Diaper,2025-05-09 09:35:51.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
888,10,Feed,2025-05-09 08:50:17.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
887,10,Sleep,2025-05-09 06:20:51.000,2025-05-09 08:38:52.000,138,NULL,NULL,NULL,NULL
886,10,Pump,2025-05-09 06:15:26.000,2025-05-09 06:27:26.000,12,38ml,NULL,45ml,NULL
885,10,Diaper,2025-05-09 06:09:52.000,NULL,NULL,NULL,NULL,pee:Small,NULL
884,10,Feed,2025-05-09 05:40:21.000,NULL,NULL,Breast Milk,Bottle,90,NULL
883,10,Sleep,2025-05-09 02:05:27.000,2025-05-09 05:35:11.000,209,NULL,NULL,NULL,NULL
882,10,Pump,2025-05-09 02:24:23.000,2025-05-09 02:39:23.000,15,42ml,NULL,46ml,NULL
881,10,Diaper,2025-05-09 02:19:36.000,NULL,NULL,NULL,NULL,poo:Medium,NULL
880,10,Diaper,2025-05-09 02:00:27.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
879,10,Feed,2025-05-09 01:33:58.000,NULL,NULL,Breast Milk,Bottle,102ml,NULL
878,10,Sleep,2025-05-08 21:40:10.000,2025-05-09 01:32:34.000,232,NULL,NULL,NULL,NULL
877,10,Pump,2025-05-08 21:50:11.000,2025-05-08 22:05:11.000,15,46ml,NULL,56ml,NULL
876,10,Diaper,2025-05-08 21:00:24.000,NULL,NULL,NULL,NULL,pee:Big,NULL
875,10,Feed,2025-05-08 21:05:55.000,NULL,NULL,Breast Milk,Bottle,98ml,NULL
874,10,Sleep,2025-05-08 19:28:53.000,2025-05-08 20:50:41.000,81,NULL,NULL,NULL,NULL
873,10,Sleep,2025-05-08 17:00:11.000,2025-05-08 18:40:37.000,100,NULL,NULL,NULL,NULL
872,10,Feed,2025-05-08 18:45:51.000,NULL,NULL,Breast Milk,Bottle,88ml,NULL
871,10,Pump,2025-05-08 18:30:27.000,2025-05-08 18:40:27.000,10,35ml,NULL,63ml,NULL
870,10,Diaper,2025-05-08 16:00:42.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Big",NULL
869,10,Diaper,2025-05-08 16:49:28.000,NULL,NULL,NULL,NULL,poo:Small,NULL
868,10,Sleep,2025-05-08 13:30:13.000,2025-05-08 15:30:23.000,120,NULL,NULL,NULL,NULL
867,10,Feed,2025-05-08 15:48:57.000,NULL,NULL,Breast Milk,Bottle,95ml,NULL
866,10,Pump,2025-05-08 15:35:27.000,2025-05-08 15:45:27.000,10,35ml,NULL,40ml,NULL
865,10,Feed,2025-05-08 12:43:42.000,NULL,NULL,Breast Milk,Bottle,95ml,NULL
864,10,Sleep,2025-05-08 11:30:57.000,2025-05-08 12:35:13.000,64,NULL,NULL,NULL,NULL
863,10,Pump,2025-05-08 12:15:11.000,2025-05-08 12:25:11.000,10,40ml,NULL,75ml,NULL
862,10,Diaper,2025-05-08 10:14:28.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Small",NULL
861,10,Diaper,2025-05-08 09:25:21.000,NULL,NULL,NULL,NULL,"Both, pee:Medium poo:Big",NULL
860,10,Feed,2025-05-08 08:51:22.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
859,10,Sleep,2025-05-08 05:30:07.000,2025-05-08 08:10:19.000,160,NULL,NULL,NULL,NULL
858,10,Sleep,2025-05-08 00:51:49.000,2025-05-08 05:05:16.000,253,NULL,NULL,NULL,NULL
857,10,Diaper,2025-05-08 05:26:09.000,NULL,NULL,NULL,NULL,pee:Medium,NULL
856,10,Feed,2025-05-08 05:05:18.000,NULL,NULL,Breast Milk,Bottle,90ml,NULL
855,10,Pump,2025-05-08 04:13:21.000,2025-05-08 04:23:21.000,10,35ml,NULL,45ml,NULL
853,10,Feed,2025-05-08 00:15:31.000,NULL,NULL,Breast Milk,Bottle,95ml,NULL
852,10,Diaper,2025-05-08 00:09:55.000,NULL,NULL,NULL,NULL,"Both, pee:Big poo:Big",NULL
851,10,Sleep,2025-05-07 21:00:19.000,2025-05-08 00:09:51.000,189,NULL,NULL,NULL,NULL
850,10,Pump,2025-05-07 23:45:45.000,2025-05-07 23:57:45.000,12,42ml,NULL,53ml,NULL
847,10,Pump,2025-05-07 20:12:56.000,2025-05-07 20:22:56.000,10,40ml,NULL,50ml,NULL
846,10,Feed,2025-05-07 20:25:14.000,NULL,NULL,Breast Milk,Bottle,100ml,NULL
845,10,Diaper,2025-05-07 18:02:02.000,NULL,NULL,NULL,NULL,pee:Small,NULL
844,10,Sleep,2025-05-07 15:30:21.000,2025-05-07 17:46:31.000,136,NULL,NULL,NULL,NULL
843,10,Feed,2025-05-07 17:40:13.000,NULL,NULL,Breast Milk,Bottle,95ml,NULL
842,10,Sleep,2025-05-07 15:45:11.000,2025-05-07 17:30:13.000,105,NULL,NULL,NULL,NULL
841,10,Feed,2025-05-07 17:35:54.000,NULL,NULL,Breast Milk,Bottle,90ml,NULL
840,10,Pump,2025-05-07 17:00:36.000,2025-05-07 17:10:36.000,10,40ml,NULL,45ml,NULL
839,10,Sleep,2025-05-07 14:27:13.000,2025-05-07 14:55:48.000,28,NULL,NULL,NULL,NULL
